pnu,sgg_nm,emd_nm,jibun,jimok,area_m2,price_per_m2,owner_type,owner_subtype
1168011300100880006,강남구,율현동,88-6전,전,1322,0,법인,구분없음
1168011300100880007,강남구,율현동,88-7전,전,330.5,0,법인,구분없음
1168011300100880008,강남구,율현동,88-8전,전,847,0,법인,구분없음
1168011300100890001,강남구,율현동,89-1전,전,3874,0,법인,구분없음
1168011300100890002,강남구,율현동,89-2전,전,53,0,법인,구분없음
1168011300100890003,강남구,율현동,89-3전,전,486,0,법인,구분없음
1168011300100890004,강남구,율현동,89-4답,답,109,0,법인,구분없음
1168011300100890005,강남구,율현동,89-5전,전,407,0,법인,구분없음
1168011300100890006,강남구,율현동,89-6전,전,420,0,법인,구분없음
1168011300100900001,강남구,율현동,90-1답,답,317,0,법인,구분없음
1168011300100900002,강남구,율현동,90-2전,전,321,0,법인,구분없음
1168011300100900003,강남구,율현동,90-3전,전,661,0,법인,구분없음
1168011300100900004,강남구,율현동,90-4전,전,805,0,법인,구분없음
1168011300100900005,강남구,율현동,90-5전,전,721,0,법인,구분없음
1168011300100900006,강남구,율현동,90-6답,답,1081,0,법인,구분없음
1168011300100900007,강남구,율현동,90-7전,전,407,0,법인,구분없음
1168011300100900008,강남구,율현동,90-8답,답,10,0,법인,구분없음
1168011300100900009,강남구,율현동,90-9전,전,440,0,법인,구분없음
1168011300100900010,강남구,율현동,90-10전,전,152,0,법인,구분없음
1168011300100900011,강남구,율현동,90-11전,전,668,0,법인,구분없음
1168011300100910001,강남구,율현동,91-1잡,잡종지,143,0,법인,구분없음
1168011300100910002,강남구,율현동,91-2전,전,63,0,법인,구분없음
1168011300100910003,강남구,율현동,91-3잡,잡종지,165.5,0,법인,구분없음
1168011300100910004,강남구,율현동,91-4잡,잡종지,220.67,0,법인,구분없음
1168011300100910006,강남구,율현동,91-6잡,잡종지,121,0,법인,구분없음
1168011300100920002,강남구,율현동,92-2전,전,298,0,법인,구분없음
1168011300100920004,강남구,율현동,92-4잡,잡종지,931,0,법인,구분없음
1168011300100920005,강남구,율현동,92-5잡,잡종지,1613,0,법인,구분없음
1168011300100920006,강남구,율현동,92-6잡,잡종지,389.33,0,법인,구분없음
1168011300100920008,강남구,율현동,92-8잡,잡종지,7,0,법인,구분없음
1168011300100920010,강남구,율현동,92-10잡,잡종지,401,0,법인,구분없음
1168011300100920011,강남구,율현동,92-11잡,잡종지,94,0,법인,구분없음
1168011300101030002,강남구,율현동,103-2답,답,3,0,법인,구분없음
1168011300101030003,강남구,율현동,103-3답,답,582,0,법인,구분없음
1168011300101030009,강남구,율현동,103-9임,임야,588,0,법인,구분없음
1168011300101030011,강남구,율현동,103-11임,임야,20,0,개인,구분없음
1168011300101030014,강남구,율현동,103-14답,답,609,0,법인,구분없음
1168011300101030015,강남구,율현동,103-15답,답,109.33,0,법인,구분없음
1168011300101040005,강남구,율현동,104-5전,전,2,0,법인,구분없음
1168011300101370002,강남구,율현동,137-2전,전,116,430300,개인,구분없음
1168011300101410021,강남구,율현동,141-21전,전,11,0,법인,구분없음
1168011300101420005,강남구,율현동,142-5답,답,674,0,법인,구분없음
1168011300101420009,강남구,율현동,142-9전,전,459.5,422800,개인,구분없음
1168011300101420010,강남구,율현동,142-10전,전,1269,422800,개인,구분없음
1168011300101420011,강남구,율현동,142-11전,전,922.5,422800,개인,구분없음
1168011300101420012,강남구,율현동,142-12전,전,1841,401300,개인,구분없음
1168011300101420015,강남구,율현동,142-15전,전,112,0,법인,구분없음
1168011300101420016,강남구,율현동,142-16전,전,106,0,법인,구분없음
1168011300101420017,강남구,율현동,142-17전,전,298,0,법인,구분없음
1168011300101420018,강남구,율현동,142-18전,전,871,0,법인,구분없음
1168011300101460022,강남구,율현동,146-22답,답,453,0,법인,구분없음
1168011300101430001,강남구,율현동,143-1전,전,786,0,법인,구분없음
1168011300101440001,강남구,율현동,144-1전,전,291,422800,개인,구분없음
1168011300101440002,강남구,율현동,144-2전,전,33.57,422800,개인,구분없음
1168011300101440003,강남구,율현동,144-3제,제방,80.33,488500,개인,구분없음
1168011300101440004,강남구,율현동,144-4제,제방,221,488500,개인,구분없음
1168011300101440005,강남구,율현동,144-5제,제방,162,401300,개인,구분없음
1168011300101450001,강남구,율현동,145-1답,답,76,401300,개인,구분없음
1168011300101450002,강남구,율현동,145-2답,답,575,422800,개인,구분없음
1168011300101450003,강남구,율현동,145-3전,전,2588,401300,개인,구분없음
1168011300101450004,강남구,율현동,145-4답,답,330.5,401300,개인,구분없음
1168011300101450005,강남구,율현동,145-5답,답,771,401300,개인,구분없음
1168011300101450006,강남구,율현동,145-6답,답,661,422800,개인,구분없음
1168011300101460002,강남구,율현동,146-2답,답,327,0,법인,구분없음
1168011300101460003,강남구,율현동,146-3답,답,693,0,법인,구분없음
1168011300101460004,강남구,율현동,146-4답,답,1478,0,법인,구분없음
1168011300101460005,강남구,율현동,146-5답,답,1336,0,법인,구분없음
1168011300101460006,강남구,율현동,146-6답,답,861,0,법인,구분없음
1168011300101460007,강남구,율현동,146-7답,답,340,0,법인,구분없음
1168011300101460012,강남구,율현동,146-12답,답,405.67,488500,개인,구분없음
1168011300101460013,강남구,율현동,146-13답,답,370,488500,개인,구분없음
1168011300101460014,강남구,율현동,146-14답,답,572,488500,개인,구분없음
1168011300101460015,강남구,율현동,146-15답,답,325.5,401300,개인,구분없음
1168011300101460016,강남구,율현동,146-16답,답,2.31,401300,개인,구분없음
1168011300101460017,강남구,율현동,146-17답,답,655,401300,개인,구분없음
1168011300101460018,강남구,율현동,146-18답,답,1025,0,법인,구분없음
1168011300101460019,강남구,율현동,146-19답,답,1183,0,법인,구분없음
1168011300101460020,강남구,율현동,146-20답,답,2968,0,법인,구분없음
1168011300101460021,강남구,율현동,146-21답,답,430,0,법인,구분없음
1168011300101460023,강남구,율현동,146-23답,답,2155,0,법인,구분없음
1168011300101460028,강남구,율현동,146-28답,답,462.67,481800,개인,구분없음
1168011300101460029,강남구,율현동,146-29답,답,225.5,481800,개인,구분없음
1168011300101460030,강남구,율현동,146-30답,답,461,481800,개인,구분없음
1168011300101460031,강남구,율현동,146-31답,답,985,481800,개인,구분없음
1168011300101460034,강남구,율현동,146-34답,답,992,0,법인,구분없음
1168011300101460035,강남구,율현동,146-35답,답,285,0,법인,구분없음
1168011300101460036,강남구,율현동,146-36답,답,1322,481800,개인,구분없음
1168011300101460037,강남구,율현동,146-37답,답,1322,481800,개인,구분없음
1168011300101460038,강남구,율현동,146-38답,답,1322,457600,개인,구분없음
1168011300101460039,강남구,율현동,146-39답,답,692,0,법인,구분없음
1168011300101460040,강남구,율현동,146-40답,답,661,0,법인,구분없음
1168011300101460041,강남구,율현동,146-41답,답,327.5,422800,개인,구분없음
1168011300101460042,강남구,율현동,146-42답,답,654,422800,개인,구분없음
1168011300101460043,강남구,율현동,146-43답,답,654,401300,개인,구분없음
1168011300101460044,강남구,율현동,146-44답,답,912,0,법인,구분없음
1168011300101460045,강남구,율현동,146-45답,답,362,0,법인,구분없음
1168011300101490002,강남구,율현동,149-2천,하천,460,0,법인,구분없음
1168011300101500003,강남구,율현동,150-3답,답,26,0,법인,구분없음
1168011300101510006,강남구,율현동,151-6답,답,263,0,법인,구분없음
1168011300101520005,강남구,율현동,152-5전,전,318,0,법인,구분없음
1168011300101570001,강남구,율현동,157-1전,전,283,250300,군유지,구분없음
1168011300101620000,강남구,율현동,162답,답,1150,0,법인,구분없음
1168011300101630000,강남구,율현동,163전,전,826.33,0,법인,구분없음
1168011300101630002,강남구,율현동,163-2도,도로,421,0,군유지,구분없음
1168011300101640000,강남구,율현동,164전,전,110,0,법인,구분없음
1168011300101650001,강남구,율현동,165-1답,답,1264,0,법인,구분없음
1168011300101650003,강남구,율현동,165-3답,답,790,0,법인,구분없음
1168011300101650004,강남구,율현동,165-4답,답,2155,0,법인,구분없음
1168011300101700001,강남구,율현동,170-1천,하천,1712.5,0,법인,구분없음
1168011300101920015,강남구,율현동,192-15도,도로,212,0,법인,구분없음
1168011300101920016,강남구,율현동,192-16도,도로,72.5,0,법인,구분없음
1168011300101920024,강남구,율현동,192-24구,구거,64,0,법인,구분없음
1168011300102530001,강남구,율현동,253-1전,전,52,0,법인,구분없음
1168011300102540003,강남구,율현동,254-3답,답,329,0,법인,구분없음
1168011300102540007,강남구,율현동,254-7도,도로,102,0,군유지,구분없음
1168011300102550002,강남구,율현동,255-2전,전,56,0,법인,구분없음
1168011300102550007,강남구,율현동,255-7전,전,262,0,법인,구분없음
1168011300102560001,강남구,율현동,256-1전,전,50,0,법인,구분없음
1168011300102560002,강남구,율현동,256-2전,전,40,0,법인,구분없음
1168011300102590002,강남구,율현동,259-2대,대,204,0,법인,구분없음
1168011300102590003,강남구,율현동,259-3잡,잡종지,15,0,법인,구분없음
1168011300102590005,강남구,율현동,259-5대,대,220,0,법인,구분없음
1168011300102610005,강남구,율현동,261-5전,전,379,0,법인,구분없음
1168011300102640000,강남구,율현동,264답,답,12,0,법인,구분없음
1168011300102640004,강남구,율현동,264-4답,답,1.5,0,개인,구분없음
1168011300102650000,강남구,율현동,265답,답,123,0,법인,구분없음
1168011300102680005,강남구,율현동,268-5답,답,42,0,법인,구분없음
1168011300103530000,강남구,율현동,353도,도로,937.3,1261000,군유지,구분없음
1168011300103540000,강남구,율현동,354공,공원,5698.5,1365000,군유지,구분없음
1168011300103560000,강남구,율현동,356공,공원,485.2,1365000,군유지,구분없음
1168011300104020000,강남구,율현동,402공,공원,822.9,1365000,군유지,구분없음
1168011300104060000,강남구,율현동,406공,공원,4401.6,1365000,군유지,구분없음
1168011300104350000,강남구,율현동,435공,공원,223.3,1365000,군유지,구분없음
1168011300104680000,강남구,율현동,468공,공원,1691.9,1365000,군유지,구분없음
1168011300104690000,강남구,율현동,469도,도로,674.1,1365000,군유지,구분없음
1168011300105010000,강남구,율현동,501공,공원,2127.6,1571000,군유지,구분없음
1168011300105140000,강남구,율현동,514공,공원,1374.2,2514000,군유지,구분없음
1168011300105440000,강남구,율현동,544도,도로,628.1,1365000,군유지,구분없음
1168011300105160000,강남구,율현동,516공,공원,2130.6,2514000,군유지,구분없음
1168011300105210000,강남구,율현동,521도,도로,60.6,2514000,군유지,구분없음
1168011300105230000,강남구,율현동,523도,도로,600.6,2514000,군유지,구분없음
1168011300105280000,강남구,율현동,528공,공원,587.4,1096000,시 도유지,지자체
1168011300105380000,강남구,율현동,538공,공원,52145.3,1096000,시 도유지,지자체
1168011300105300000,강남구,율현동,530대,대,715.8,11440000,법인,구분없음
1168011300105310000,강남구,율현동,531대,대,716.2,11440000,법인,구분없음
1168011300105320000,강남구,율현동,532대,대,238.67,11440000,개인,구분없음
1168011300105330000,강남구,율현동,533대,대,716,11440000,종교단체,구분없음
1168011300105340000,강남구,율현동,534대,대,714.7,11440000,종교단체,구분없음
1168011300105350000,강남구,율현동,535대,대,714.5,11440000,법인,구분없음
1168011300105360000,강남구,율현동,536대,대,714.6,11000000,개인,구분없음
1168011300105370000,강남구,율현동,537도,도로,1366,2514000,군유지,구분없음
1168011300105450000,강남구,율현동,545공,공원,3541.5,1365000,군유지,구분없음
1168011300105460000,강남구,율현동,546차,주차장,219.57,3890000,개인,구분없음
1168011300105470000,강남구,율현동,547도,도로,179.8,1365000,군유지,구분없음
1168011300105480000,강남구,율현동,548공,공원,4685.5,1365000,군유지,구분없음
1168011300105490000,강남구,율현동,549도,도로,10.9,1365000,군유지,구분없음
1168011300200100002,강남구,율현동,산10-2임,임야,28426,38600,군유지,구분없음
1168011300200140003,강남구,율현동,산14-3임,임야,198,0,법인,구분없음
1168011400100450006,강남구,일원동,45-6도,도로,38,274800,시 도유지,지자체
1168011400101600000,강남구,일원동,160임,임야,322,181900,개인,구분없음
1168011400101610000,강남구,일원동,161전,전,820,492500,법인,구분없음
1168011400101890000,강남구,일원동,189공,공원,10279,124200,시 도유지,지자체
1168011400102360002,강남구,일원동,236-2답,답,207,309000,시 도유지,지자체
1168011400102360003,강남구,일원동,236-3전,전,29,359000,개인,구분없음
1168011400102360004,강남구,일원동,236-4답,답,148.75,359000,개인,구분없음
1168011400102360009,강남구,일원동,236-9답,답,50,294300,시 도유지,지자체
1168011400102360010,강남구,일원동,236-10답,답,231,294300,시 도유지,지자체
1168011400102360011,강남구,일원동,236-11답,답,19.75,359000,개인,구분없음
1168011400102360014,강남구,일원동,236-14구,구거,101,359000,국유지,중앙부처
1168011400102360016,강남구,일원동,236-16답,답,2,294300,시 도유지,지자체
1168011400102460001,강남구,일원동,246-1답,답,446,376500,시 도유지,지자체
1168011400102460002,강남구,일원동,246-2전,전,641,376500,시 도유지,지자체
1168011400102460003,강남구,일원동,246-3전,전,241,395300,시 도유지,지자체
1168011400102460004,강남구,일원동,246-4전,전,1243,376500,시 도유지,지자체
1168011400102460005,강남구,일원동,246-5전,전,695,376500,시 도유지,지자체
1168011400102460006,강남구,일원동,246-6전,전,1111,376500,시 도유지,지자체
1168011400102460008,강남구,일원동,246-8전,전,202,376500,시 도유지,지자체
1168011400102460009,강남구,일원동,246-9전,전,651,395300,시 도유지,지자체
1168011400102460010,강남구,일원동,246-10답,답,255,376500,시 도유지,지자체
1168011400102460011,강남구,일원동,246-11전,전,139,288500,국유지,중앙부처
1168011400102460012,강남구,일원동,246-12전,전,552,313500,국유지,중앙부처
1168011400102460013,강남구,일원동,246-13전,전,1702,376500,시 도유지,지자체
1168011400102460014,강남구,일원동,246-14전,전,102,395300,시 도유지,지자체
1168011400102460016,강남구,일원동,246-16답,답,159,376500,시 도유지,지자체
1168011400102460017,강남구,일원동,246-17전,전,251,395300,시 도유지,지자체
1168011400102460018,강남구,일원동,246-18전,전,367,395300,시 도유지,지자체
1168011400102460023,강남구,일원동,246-23전,전,179,395300,시 도유지,지자체
1168011400102990010,강남구,일원동,299-10도,도로,69,335000,시 도유지,지자체
1168011400103010000,강남구,일원동,301전,전,491,458900,개인,구분없음
1168011400103010001,강남구,일원동,301-1구,구거,202,458900,군유지,구분없음
1168011400103040000,강남구,일원동,304전,전,126,481900,개인,구분없음
1168011400103050000,강남구,일원동,305전,전,893,458900,법인,구분없음
1168011400103060000,강남구,일원동,306전,전,1230,458900,개인,구분없음
1168011400103070000,강남구,일원동,307전,전,2033,458900,개인,구분없음
1168011400103080000,강남구,일원동,308전,전,114,481900,시 도유지,지자체
1168011400103090000,강남구,일원동,309전,전,204,458900,종중,구분없음
1168011400103460000,강남구,일원동,346전,전,27,376500,시 도유지,지자체
1168011400103470000,강남구,일원동,347대,대,134,444200,시 도유지,지자체
1168011400103480000,강남구,일원동,348전,전,169,376500,국유지,중앙부처
1168011400103490000,강남구,일원동,349전,전,155,376500,시 도유지,지자체
1168011400103500000,강남구,일원동,350답,답,1002,376500,시 도유지,지자체
1168011400103510000,강남구,일원동,351대,대,150,444200,시 도유지,지자체
1168011400104330001,강남구,일원동,433-1답,답,35.2,376500,시 도유지,지자체
1168011400104330002,강남구,일원동,433-2답,답,0.5,376500,시 도유지,지자체
1168011400103510001,강남구,일원동,351-1구,구거,1594,376500,시 도유지,지자체
1168011400103510002,강남구,일원동,351-2도,도로,110,376500,군유지,구분없음
1168011400103510008,강남구,일원동,351-8구,구거,406,376500,시 도유지,지자체
1168011400103710000,강남구,일원동,371전,전,5,376500,시 도유지,지자체
1168011400103710001,강남구,일원동,371-1전,전,17,376500,시 도유지,지자체
1168011400103710002,강남구,일원동,371-2전,전,2,376500,시 도유지,지자체
1168011400103720000,강남구,일원동,372전,전,71,395300,시 도유지,지자체
1168011400104220001,강남구,일원동,422-1구,구거,1686,115800,군유지,구분없음
1168011400104220005,강남구,일원동,422-5구,구거,58,124200,군유지,구분없음
1168011400104290000,강남구,일원동,429전,전,310,469700,개인,구분없음
1168011400104290002,강남구,일원동,429-2전,전,34,429200,시 도유지,지자체
1168011400104320002,강남구,일원동,432-2전,전,161,395300,시 도유지,지자체
1168011400104320003,강남구,일원동,432-3전,전,1,376500,시 도유지,지자체
1168011400104330000,강남구,일원동,433답,답,36.5,429200,시 도유지,지자체
1168011400104330003,강남구,일원동,433-3답,답,162,395300,시 도유지,지자체
1168011400104340001,강남구,일원동,434-1전,전,1086,376500,시 도유지,지자체
1168011400104340002,강남구,일원동,434-2대,대,288,1500000,시 도유지,지자체
1168011400104340003,강남구,일원동,434-3대,대,19,444200,시 도유지,지자체
1168011400104340004,강남구,일원동,434-4전,전,54,395300,시 도유지,지자체
1168011400104350000,강남구,일원동,435전,전,734,297800,시 도유지,지자체
1168011400104360000,강남구,일원동,436전,전,417,376500,시 도유지,지자체
1168011400104360001,강남구,일원동,436-1전,전,2824,376500,시 도유지,지자체
1168011400104360002,강남구,일원동,436-2전,전,152,376500,시 도유지,지자체
1168011400104360003,강남구,일원동,436-3전,전,869,288500,시 도유지,지자체
1168011400104360004,강남구,일원동,436-4전,전,66,288500,시 도유지,지자체
1168011400104360005,강남구,일원동,436-5전,전,357,288500,시 도유지,지자체
1168011400104360006,강남구,일원동,436-6전,전,2400,313500,군유지,구분없음
1168011400104360007,강남구,일원동,436-7전,전,118,313500,개인,구분없음
1168011400104360008,강남구,일원동,436-8답,답,33,288500,시 도유지,지자체
1168011400104360009,강남구,일원동,436-9답,답,179,288500,국유지,중앙부처
1168011400104360010,강남구,일원동,436-10전,전,99,376500,시 도유지,지자체
1168011400104360011,강남구,일원동,436-11전,전,63,305800,시 도유지,지자체
1168011400104360012,강남구,일원동,436-12전,전,364,288500,시 도유지,지자체
1168011400104360013,강남구,일원동,436-13전,전,202,302900,국유지,중앙부처
1168011400104360014,강남구,일원동,436-14전,전,281,313500,개인,구분없음
1168011400104360015,강남구,일원동,436-15전,전,2284,288500,국유지,중앙부처
1168011400104360019,강남구,일원동,436-19전,전,241,376500,시 도유지,지자체
1168011400104360024,강남구,일원동,436-24전,전,69,376500,시 도유지,지자체
1168011400104360025,강남구,일원동,436-25전,전,882.5,364700,시 도유지,지자체
1168011400104360026,강남구,일원동,436-26전,전,172,376500,시 도유지,지자체
1168011400104360027,강남구,일원동,436-27전,전,334,302900,시 도유지,지자체
1168011400104360028,강남구,일원동,436-28답,답,238,288500,시 도유지,지자체
1168011400104360029,강남구,일원동,436-29답,답,132,288500,시 도유지,지자체
1168011400104360030,강남구,일원동,436-30답,답,383,288500,시 도유지,지자체
1168011400104360031,강남구,일원동,436-31답,답,2367,288500,시 도유지,지자체
1168011400104360032,강남구,일원동,436-32답,답,364,288500,시 도유지,지자체
1168011400104360033,강남구,일원동,436-33답,답,631,288500,시 도유지,지자체
1168011400104360034,강남구,일원동,436-34답,답,33,302900,시 도유지,지자체
1168011400104360037,강남구,일원동,436-37전,전,99,358700,시 도유지,지자체
1168011400104360038,강남구,일원동,436-38전,전,2621,288500,국유지,중앙부처
1168011400104370000,강남구,일원동,437답,답,1567,364800,시 도유지,지자체
1168011400104380000,강남구,일원동,438대,대,195,411400,종교단체,구분없음
1168011400104390000,강남구,일원동,439전,전,145,313500,종교단체,구분없음
1168011400104400000,강남구,일원동,440전,전,33,313500,종교단체,구분없음
1168011400104410000,강남구,일원동,441전,전,2096,313500,종교단체,구분없음
1168011400104410001,강남구,일원동,441-1구,구거,390,313500,군유지,구분없음
1168011400104410002,강남구,일원동,441-2도,도로,76,313500,군유지,구분없음
1168011400104420000,강남구,일원동,442종,종교용지,721,313500,종교단체,구분없음
1168011400104430000,강남구,일원동,443전,전,36,313500,종교단체,구분없음
1168011400104440000,강남구,일원동,444전,전,526,313500,종교단체,구분없음
1168011400106210000,강남구,일원동,621공,공원,14089.9,2057000,군유지,구분없음
1168011400106880002,강남구,일원동,688-2공,공원,3009,2313000,법인,구분없음
1168011400106900000,강남구,일원동,690공,공원,11410.3,2498000,군유지,구분없음
1168011400106930000,강남구,일원동,693공,공원,5580.8,2313000,시 도유지,지자체
1168011400106970001,강남구,일원동,697-1도,도로,2805.4,191500,시 도유지,지자체
1168011400106980000,강남구,일원동,698도,도로,2655.9,2313000,시 도유지,지자체
1168011400106990000,강남구,일원동,699도,도로,7955.2,2313000,시 도유지,지자체
1168011400107110003,강남구,일원동,711-3공,공원,24713.8,2273000,시 도유지,지자체
1168011400107120004,강남구,일원동,712-4공,공원,1476.3,2273000,군유지,구분없음
1168011400107140001,강남구,일원동,714-1공,공원,445.4,448400,시 도유지,지자체
1168011400107150002,강남구,일원동,715-2공,공원,202.3,448400,시 도유지,지자체
1168011400107150003,강남구,일원동,715-3공,공원,119.4,448400,시 도유지,지자체
1168011400107160001,강남구,일원동,716-1공,공원,1500.1,2154000,군유지,구분없음
1168011400107180001,강남구,일원동,718-1공,공원,1500.6,2154000,군유지,구분없음
1168011400107300001,강남구,일원동,730-1공,공원,2792.4,448400,시 도유지,지자체
1168011400107300002,강남구,일원동,730-2공,공원,1825.7,2154000,군유지,구분없음
1168011400107300003,강남구,일원동,730-3공,공원,4453.6,2154000,군유지,구분없음
1168011400107320000,강남구,일원동,732공,공원,12878.4,448400,군유지,구분없음
1168011400107320003,강남구,일원동,732-3공,공원,6405.3,448400,시 도유지,지자체
1168011400107320004,강남구,일원동,732-4공,공원,1500,2154000,군유지,구분없음
1168011400107370002,강남구,일원동,737-2공,공원,836.4,448400,시 도유지,지자체
1168011400107340001,강남구,일원동,734-1공,공원,1500.4,2154000,군유지,구분없음
1168011400107350001,강남구,일원동,735-1공,공원,1501,2154000,군유지,구분없음
1168011800101480000,강남구,도곡동,148전,전,278,599700,법인,구분없음
1168011400107360001,강남구,일원동,736-1공,공원,3259.4,448400,군유지,구분없음
1168011400107390001,강남구,일원동,739-1공,공원,1109.1,448400,시 도유지,지자체
1168011400107410004,강남구,일원동,741-4공,공원,761.9,2313000,군유지,구분없음
1168011400107410005,강남구,일원동,741-5공,공원,1466.3,2313000,군유지,구분없음
1168011400107420001,강남구,일원동,742-1공,공원,656.9,2313000,군유지,구분없음
1168011400107430001,강남구,일원동,743-1공,공원,1861.4,3679000,군유지,구분없음
1168011400107430002,강남구,일원동,743-2공,공원,4126.7,3679000,군유지,구분없음
1168011400200240001,강남구,일원동,산24-1임,임야,765,154000,법인,구분없음
1168011400200240002,강남구,일원동,산24-2임,임야,956,166700,법인,구분없음
1168011400200250000,강남구,일원동,산25전,전,396.5,194400,개인,구분없음
1168011400200630032,강남구,일원동,산63-32임,임야,26594,76800,국유지,구분없음
1168011400200260002,강남구,일원동,산26-2임,임야,17973,161800,법인,구분없음
1168011400200260005,강남구,일원동,산26-5임,임야,1369,183200,시 도유지,지자체
1168011400200280001,강남구,일원동,산28-1임,임야,785,168900,개인,구분없음
1168011400200280013,강남구,일원동,산28-13임,임야,654.5,168900,개인,구분없음
1168011400200280014,강남구,일원동,산28-14임,임야,140.25,168900,개인,구분없음
1168011400200320000,강남구,일원동,산32임,임야,298,168200,개인,구분없음
1168011400200330000,강남구,일원동,산33임,임야,2962,168200,국유지,중앙부처
1168011400200340000,강남구,일원동,산34임,임야,18348,161800,국유지,중앙부처
1168011400200350000,강남구,일원동,산35전,전,260,194400,개인,구분없음
1168011400200360001,강남구,일원동,산36-1임,임야,60,168200,시 도유지,지자체
1168011400200380001,강남구,일원동,산38-1임,임야,743.56,163300,개인,구분없음
1168011400200380002,강남구,일원동,산38-2임,임야,1826,168200,개인,구분없음
1168011400200400000,강남구,일원동,산40임,임야,296,168200,개인,구분없음
1168011400200410000,강남구,일원동,산41임,임야,7037,165000,종중,구분없음
1168011400200410001,강남구,일원동,산41-1임,임야,6252,244700,종중,구분없음
1168011400200430000,강남구,일원동,산43임,임야,4264,221300,종중,구분없음
1168011400200460000,강남구,일원동,산46임,임야,50,166700,개인,구분없음
1168011400200460001,강남구,일원동,산46-1도,도로,30,173300,국유지,중앙부처
1168011400200480000,강남구,일원동,산48임,임야,562,210100,국유지,중앙부처
1168011400200500000,강남구,일원동,산50임,임야,3824,200200,개인,구분없음
1168011400200630028,강남구,일원동,산63-28임,임야,35207,75500,국유지,중앙부처
1168011400200520001,강남구,일원동,산52-1임,임야,4405.33,79200,개인,구분없음
1168011400200520009,강남구,일원동,산52-9임,임야,4947.78,79200,개인,구분없음
1168011400200520010,강남구,일원동,산52-10임,임야,7015,79200,개인,구분없음
1168011400200520013,강남구,일원동,산52-13임,임야,7600,80700,군유지,구분없음
1168011400200520014,강남구,일원동,산52-14임,임야,18000,95000,군유지,구분없음
1168011400200560000,강남구,일원동,산56임,임야,19792,158000,시 도유지,지자체
1168011800101500000,강남구,도곡동,150전,전,192,560900,군유지,구분없음
1168011400200630001,강남구,일원동,산63-1임,임야,7603.67,80200,개인,구분없음
1168011400200630031,강남구,일원동,산63-31임,임야,1414.4,77100,개인,구분없음
1168011400200520015,강남구,일원동,산52-15임,임야,7745,84000,시 도유지,지자체
1168011400200520016,강남구,일원동,산52-16임,임야,20396,99900,시 도유지,지자체
1168011400200530000,강남구,일원동,산53임,임야,333,171000,시 도유지,지자체
1168011400200540001,강남구,일원동,산54-1임,임야,1977,171000,시 도유지,지자체
1168011400200540002,강남구,일원동,산54-2임,임야,1983,171000,시 도유지,구분없음
1168011400200550000,강남구,일원동,산55임,임야,1223,168000,시 도유지,지자체
1168011400200630036,강남구,일원동,산63-36임,임야,67757,74700,개인,구분없음
1168011400200630039,강남구,일원동,산63-39임,임야,12954,77100,개인,구분없음
1168011400200630048,강남구,일원동,산63-48임,임야,27417,76300,국유지,구분없음
1168011400200630049,강남구,일원동,산63-49임,임야,9394,97600,개인,구분없음
1168011400200630050,강남구,일원동,산63-50임,임야,4129,97600,개인,구분없음
1168011400200630051,강남구,일원동,산63-51임,임야,2519,99500,군유지,구분없음
1168011400200630052,강남구,일원동,산63-52임,임야,1358,184000,시 도유지,지자체
1168011400200630053,강남구,일원동,산63-53임,임야,2670,99500,국유지,구분없음
1168011400200630054,강남구,일원동,산63-54임,임야,1020,99500,국유지,중앙부처
1168011400200630055,강남구,일원동,산63-55임,임야,642,115000,시 도유지,지자체
1168011400200630056,강남구,일원동,산63-56임,임야,3235,136000,시 도유지,지자체
1168011800105510000,강남구,도곡동,551공,공원,4273.4,1960000,시 도유지,지자체
1168011400200630057,강남구,일원동,산63-57임,임야,11069,130000,시 도유지,지자체
1168011400200630058,강남구,일원동,산63-58임,임야,6583,134000,국유지,구분없음
1168011400200630059,강남구,일원동,산63-59임,임야,3603,125700,국유지,구분없음
1168011400200630060,강남구,일원동,산63-60임,임야,10140,77100,국유지,구분없음
1168011400200630061,강남구,일원동,산63-61임,임야,867,78500,시 도유지,지자체
1168011400200630062,강남구,일원동,산63-62임,임야,6003,77100,국유지,구분없음
1168011400200630063,강남구,일원동,산63-63임,임야,850.8,110900,개인,구분없음
1168011400200630064,강남구,일원동,산63-64임,임야,1686,82400,시 도유지,지자체
1168011400200630065,강남구,일원동,산63-65임,임야,268.6,78500,개인,구분없음
1168011400200630066,강남구,일원동,산63-66임,임야,427,78500,시 도유지,지자체
1168011400200630067,강남구,일원동,산63-67임,임야,536,78500,시 도유지,지자체
1168011400200630068,강남구,일원동,산63-68임,임야,1186.6,77100,개인,구분없음
1168011500101550011,강남구,수서동,155-11천,하천,15,0,시 도유지,지자체
1168011500101550012,강남구,수서동,155-12천,하천,44,0,시 도유지,지자체
1168011500101910005,강남구,수서동,191-5답,답,38,0,국유지,중앙부처
1168011500101910006,강남구,수서동,191-6답,답,140,0,국유지,중앙부처
1168011500101930007,강남구,수서동,193-7답,답,22,0,국유지,중앙부처
1168011500101930008,강남구,수서동,193-8답,답,28,0,국유지,중앙부처
1168011500103290002,강남구,수서동,329-2도,도로,51,552700,국유지,중앙부처
1168011500103290021,강남구,수서동,329-21도,도로,1813,552700,시 도유지,지자체
1168011500103290034,강남구,수서동,329-34전,전,1,552700,국유지,중앙부처
1168011500103290035,강남구,수서동,329-35도,도로,137,552700,국유지,중앙부처
