pnu,sgg_nm,emd_nm,jibun,jimok,area_m2,price_per_m2,owner_type,owner_subtype
1168011500103560003,강남구,수서동,356-3도,도로,117,552700,시 도유지,지자체
1168011500103610029,강남구,수서동,361-29도,도로,152,552700,국유지,중앙부처
1168011500103610042,강남구,수서동,361-42도,도로,35,552700,국유지,중앙부처
1168011500103570000,강남구,수서동,357도,도로,41148,542100,시 도유지,지자체
1168011500103610010,강남구,수서동,361-10도,도로,16523,552700,시 도유지,지자체
1168011500103610020,강남구,수서동,361-20도,도로,727,0,국유지,중앙부처
1168011500103610021,강남구,수서동,361-21도,도로,31056,552700,시 도유지,지자체
1168011500103610025,강남구,수서동,361-25도,도로,17,552700,국유지,중앙부처
1168011500103610056,강남구,수서동,361-56도,도로,2476,552700,국유지,중앙부처
1168011500103610059,강남구,수서동,361-59도,도로,437,552700,국유지,중앙부처
1168011500103620022,강남구,수서동,362-22도,도로,162,542100,시 도유지,지자체
1168011500103620025,강남구,수서동,362-25전,전,435,542100,시 도유지,지자체
1168011500103620026,강남구,수서동,362-26도,도로,6353,542100,시 도유지,지자체
1168011500103690000,강남구,수서동,369답,답,2245,934000,종중,구분없음
1168011500103700000,강남구,수서동,370답,답,3067,934000,개인,구분없음
1168011500103700002,강남구,수서동,370-2답,답,343,1210000,시 도유지,지자체
1168011500103790005,강남구,수서동,379-5도,도로,509,542100,군유지,구분없음
1168011500105440010,강남구,수서동,544-10전,전,714,365500,개인,구분없음
1168011500105440011,강남구,수서동,544-11전,전,251,385000,개인,구분없음
1168011500105440013,강남구,수서동,544-13전,전,125.5,385000,개인,구분없음
1168011500105470001,강남구,수서동,547-1잡,잡종지,1947,479400,개인,구분없음
1168011500105470002,강남구,수서동,547-2임,임야,542.67,199900,개인,구분없음
1168011500105470005,강남구,수서동,547-5답,답,443.5,424500,개인,구분없음
1168011500105900000,강남구,수서동,590답,답,146,0,법인,구분없음
1168011500105910000,강남구,수서동,591답,답,330,0,법인,구분없음
1168011500105910001,강남구,수서동,591-1도,도로,42,0,군유지,구분없음
1168011500105910002,강남구,수서동,591-2답,답,14,0,법인,구분없음
1168011500105920000,강남구,수서동,592답,답,338,0,법인,구분없음
1168011500105920001,강남구,수서동,592-1도,도로,7,0,군유지,구분없음
1168011500105920003,강남구,수서동,592-3철,철도용지,130,0,법인,구분없음
1168011500105920004,강남구,수서동,592-4답,답,51,0,법인,구분없음
1168011500105930000,강남구,수서동,593답,답,1365,0,법인,구분없음
1168011500105950005,강남구,수서동,595-5천,하천,33,0,법인,구분없음
1168011500105950016,강남구,수서동,595-16천,하천,45,0,법인,구분없음
1168011500105950019,강남구,수서동,595-19천,하천,20.5,0,법인,구분없음
1168011500106010000,강남구,수서동,601답,답,731,0,법인,구분없음
1168011500106010003,강남구,수서동,601-3답,답,58,0,법인,구분없음
1168011500107070001,강남구,수서동,707-1공,공원,1500.4,2154000,군유지,구분없음
1168011500107070002,강남구,수서동,707-2공,공원,1836.4,2154000,시 도유지,지자체
1168011500107070004,강남구,수서동,707-4공,공원,8190.9,2154000,시 도유지,지자체
1168011500107120001,강남구,수서동,712-1공,공원,1418.8,2154000,군유지,구분없음
1168011500107130001,강남구,수서동,713-1공,공원,1071.1,2260000,시 도유지,지자체
1168011500107220000,강남구,수서동,722공,공원,10011,448400,군유지,구분없음
1168011500107230001,강남구,수서동,723-1공,공원,1500.1,2154000,군유지,구분없음
1168011500107240004,강남구,수서동,724-4공,공원,1262.7,2196000,시 도유지,지자체
1168011500107240005,강남구,수서동,724-5공,공원,7.4,2196000,시 도유지,지자체
1168011500107240006,강남구,수서동,724-6공,공원,46.1,2196000,시 도유지,지자체
1168011500107270000,강남구,수서동,727차,주차장,2963.5,4794000,시 도유지,지자체
1168011500107270002,강남구,수서동,727-2차,주차장,8.3,4794000,국유지,구분없음
1168011500107270003,강남구,수서동,727-3차,주차장,58.9,4794000,국유지,구분없음
1168011500107270004,강남구,수서동,727-4차,주차장,39.8,4794000,국유지,구분없음
1168011500107290001,강남구,수서동,729-1공,공원,6789.6,2154000,시 도유지,지자체
1168011500107290003,강남구,수서동,729-3공,공원,84.5,2154000,시 도유지,지자체
1168011500107360001,강남구,수서동,736-1공,공원,1500.2,2154000,군유지,구분없음
1168011500107450003,강남구,수서동,745-3공,공원,56.5,448400,시 도유지,지자체
1168011500107460001,강남구,수서동,746-1공,공원,1500.2,2154000,군유지,구분없음
1168011500107490000,강남구,수서동,749공,공원,41328.1,448400,군유지,구분없음
1168011500107650000,강남구,수서동,765공,공원,871,1866000,군유지,구분없음
1168011500107890000,강남구,수서동,789대,대,901.1,8134000,법인,구분없음
1168011500107900000,강남구,수서동,790대,도로,219.6,2733000,군유지,구분없음
1168011500107910000,강남구,수서동,791대,대,828,10500000,개인,구분없음
1168011500107920000,강남구,수서동,792공,공원,7898.1,2978000,군유지,구분없음
1168011500107940000,강남구,수서동,794공,공원,12027.3,1096000,군유지,구분없음
1168011500200030001,강남구,수서동,산3-1임,임야,7228.67,121900,개인,구분없음
1168011500107960000,강남구,수서동,796공,공원,1984.7,3126000,군유지,구분없음
1168011500108020000,강남구,수서동,802공,공원,14449,1096000,군유지,구분없음
1168011500200030024,강남구,수서동,산3-24임,임야,1835.38,99200,개인,구분없음
1168011500200040001,강남구,수서동,산4-1임,임야,278866,112400,시 도유지,지자체
1168011500200040012,강남구,수서동,산4-12임,임야,76,98600,시 도유지,지자체
1168011500200080017,강남구,수서동,산8-17도,도로,342,0,시 도유지,지자체
1168011500200080018,강남구,수서동,산8-18임,임야,539,0,법인,구분없음
1168011500200080021,강남구,수서동,산8-21임,임야,161,0,법인,구분없음
1168011500200080022,강남구,수서동,산8-22임,임야,1398,0,법인,구분없음
1168011800100560005,강남구,도곡동,56-5임,임야,173,169700,시 도유지,지자체
1168011800100560006,강남구,도곡동,56-6도,도로,69,169700,시 도유지,지자체
1168011800101470000,강남구,도곡동,147전,전,295,593600,시 도유지,지자체
1168011800101510001,강남구,도곡동,151-1구,구거,350,1313000,군유지,구분없음
1168011800101520009,강남구,도곡동,152-9공,공원,20,550400,군유지,구분없음
1168011800101530007,강남구,도곡동,153-7임,임야,252,550400,시 도유지,지자체
1168011800101530008,강남구,도곡동,153-8대,대,3,691800,시 도유지,지자체
1168011800101530009,강남구,도곡동,153-9임,임야,131,514400,시 도유지,지자체
1168011800101580002,강남구,도곡동,158-2전,전,266,560600,시 도유지,지자체
1168011800101590001,강남구,도곡동,159-1대,대,399,653200,시 도유지,지자체
1168011800101610001,강남구,도곡동,161-1공,공원,38,550400,법인,구분없음
1168011800101610002,강남구,도곡동,161-2공,공원,110,550400,법인,구분없음
1168011800101610003,강남구,도곡동,161-3공,공원,16,544700,법인,구분없음
1168011800101610004,강남구,도곡동,161-4공,공원,3,581200,법인,구분없음
1168011800101610005,강남구,도곡동,161-5공,공원,8,544700,법인,구분없음
1168011800101630000,강남구,도곡동,163대,대,851,5119000,군유지,구분없음
1168011800101630005,강남구,도곡동,163-5도,도로,23,5119000,군유지,구분없음
1168011800101900000,강남구,도곡동,190전,전,239,651300,군유지,구분없음
1168011800101910000,강남구,도곡동,191전,전,58,730400,군유지,구분없음
1168011800101910004,강남구,도곡동,191-4임,임야,215,2240000,군유지,구분없음
1168011800101910005,강남구,도곡동,191-5도,도로,110,2240000,군유지,구분없음
1168011800101990005,강남구,도곡동,199-5임,임야,164,5339000,개인,구분없음
1168011800101990019,강남구,도곡동,199-19임,임야,13,840200,시 도유지,지자체
1168011800102040000,강남구,도곡동,204공,공원,802,799900,시 도유지,구분없음
1168011800102040001,강남구,도곡동,204-1임,임야,707,799900,시 도유지,지자체
1168011800102040002,강남구,도곡동,204-2임,임야,378,799900,시 도유지,지자체
1168011800102070016,강남구,도곡동,207-16도,도로,3453,2240000,시 도유지,지자체
1168011800104110021,강남구,도곡동,411-21공,공원,607.5,2695000,시 도유지,지자체
1168011800104110023,강남구,도곡동,411-23공,공원,516.7,3155000,시 도유지,지자체
1168011800104150003,강남구,도곡동,415-3공,공원,1709.2,2564000,시 도유지,지자체
1168011800104550000,강남구,도곡동,455공,공원,1793.8,2564000,시 도유지,지자체
1168011800104610000,강남구,도곡동,461공,공원,10022.9,2564000,시 도유지,지자체
1168011800104620003,강남구,도곡동,462-3공,공원,272.3,3155000,시 도유지,지자체
1168011800104620004,강남구,도곡동,462-4공,공원,221.3,3155000,시 도유지,지자체
1168011800104620005,강남구,도곡동,462-5공,공원,18.3,3155000,시 도유지,지자체
1168011800104630002,강남구,도곡동,463-2공,공원,41.7,3155000,시 도유지,지자체
1168011800104640001,강남구,도곡동,464-1공,공원,1262.7,3155000,시 도유지,지자체
1168011800104640004,강남구,도곡동,464-4공,공원,124.5,3155000,시 도유지,지자체
1168011800104670001,강남구,도곡동,467-1공,공원,1442.4,2705000,시 도유지,지자체
1168011800104670003,강남구,도곡동,467-3공,공원,437.9,3155000,시 도유지,지자체
1168011800104670005,강남구,도곡동,467-5잡,잡종지,70.2,2695000,시 도유지,지자체
1168011800104680001,강남구,도곡동,468-1공,공원,2161.7,2240000,시 도유지,지자체
1168011800104680002,강남구,도곡동,468-2공,공원,4062.2,2240000,시 도유지,지자체
1168011800105270007,강남구,도곡동,527-7공,공원,6146.9,3828000,군유지,구분없음
1168011800105380004,강남구,도곡동,538-4공,공원,558.5,3705000,군유지,구분없음
1168011800105390006,강남구,도곡동,539-6공,공원,896.5,2127000,군유지,구분없음
1168011800105550000,강남구,도곡동,555공,공원,5433.8,2521000,시 도유지,지자체
1168011800105560033,강남구,도곡동,556-33도,도로,2857.6,2849000,시 도유지,지자체
1168011800105560037,강남구,도곡동,556-37도,도로,742,2285000,군유지,구분없음
1168011800108690021,강남구,도곡동,869-21전,전,284,628000,개인,구분없음
1168011800108690022,강남구,도곡동,869-22전,전,143,1289000,개인,구분없음
1168011800201250000,강남구,도곡동,산125임,임야,154,740200,시 도유지,지자체
1168011800108970001,강남구,도곡동,897-1전,전,593,2240000,시 도유지,지자체
1168011800108990004,강남구,도곡동,899-4전,전,25,2240000,시 도유지,지자체
1168011800109050003,강남구,도곡동,905-3잡,잡종지,5,2240000,시 도유지,지자체
1168011800201300000,강남구,도곡동,산130임,임야,124,747900,시 도유지,지자체
1168011800109350020,강남구,도곡동,935-20임,임야,0.97,14300000,개인,구분없음
1168011800201320001,강남구,도곡동,산132-1임,임야,217,740200,군유지,구분없음
1168011800201330000,강남구,도곡동,산133임,임야,298,2240000,시 도유지,지자체
1168011800200320007,강남구,도곡동,산32-7임,임야,90,466200,시 도유지,지자체
1168011800109580034,강남구,도곡동,958-34도,도로,25.2,3155000,개인,구분없음
1168011800200280007,강남구,도곡동,산28-7임,임야,93,2598000,시 도유지,지자체
1168011800109670002,강남구,도곡동,967-2공,공원,809.5,2561000,군유지,구분없음
1168011800109670003,강남구,도곡동,967-3공,공원,1.5,2564000,군유지,구분없음
1168011800200060018,강남구,도곡동,산6-18임,임야,25514,493800,법인,구분없음
1168011800200060041,강남구,도곡동,산6-41임,임야,8007,498900,법인,구분없음
1168011800200230002,강남구,도곡동,산23-2임,임야,1190,514400,시 도유지,지자체
1168011800200290013,강남구,도곡동,산29-13임,임야,1190,550400,군유지,구분없음
1168011800200240001,강남구,도곡동,산24-1임,임야,4541,504100,시 도유지,지자체
1168011800200240009,강남구,도곡동,산24-9임,임야,1230,514400,시 도유지,지자체
1168011800200240010,강남구,도곡동,산24-10임,임야,602,514400,시 도유지,지자체
1168011800200260001,강남구,도곡동,산26-1임,임야,1060,514400,시 도유지,지자체
1168011800200260002,강남구,도곡동,산26-2임,임야,1587,514400,국유지,중앙부처
1168011800200260004,강남구,도곡동,산26-4임,임야,4661,504100,시 도유지,지자체
1168011800200260005,강남구,도곡동,산26-5임,임야,2713,509200,국유지,중앙부처
1168011800200260007,강남구,도곡동,산26-7임,임야,1514,783900,시 도유지,지자체
1168011800200280003,강남구,도곡동,산28-3임,임야,1856,509200,시 도유지,지자체
1168011800200280004,강남구,도곡동,산28-4임,임야,2452,2229000,군유지,구분없음
1168011800200290014,강남구,도곡동,산29-14임,임야,1091,550400,시 도유지,지자체
1168011800200290015,강남구,도곡동,산29-15임,임야,298,514400,시 도유지,지자체
1168011800200290016,강남구,도곡동,산29-16임,임야,298,504100,시 도유지,지자체
1168011800200290024,강남구,도곡동,산29-24임,임야,496,514400,시 도유지,지자체
1168011800200290025,강남구,도곡동,산29-25임,임야,7345,504100,시 도유지,지자체
1168011800200290033,강남구,도곡동,산29-33임,임야,397,514400,시 도유지,지자체
1168011800200290034,강남구,도곡동,산29-34임,임야,340,514400,시 도유지,지자체
1168011800200290035,강남구,도곡동,산29-35임,임야,397,514400,시 도유지,지자체
1168011800200290036,강남구,도곡동,산29-36임,임야,397,514400,시 도유지,지자체
1168011800200290046,강남구,도곡동,산29-46임,임야,397,550400,군유지,구분없음
1168011800200290052,강남구,도곡동,산29-52임,임야,762,509200,시 도유지,지자체
1168011800200290053,강남구,도곡동,산29-53임,임야,156,514400,시 도유지,지자체
1168011800200300001,강남구,도곡동,산30-1임,임야,1810,504100,시 도유지,지자체
1168011800200300002,강남구,도곡동,산30-2임,임야,1858,504100,시 도유지,지자체
1168011800200310001,강남구,도곡동,산31-1임,임야,11067,504600,시 도유지,지자체
1168011800200310003,강남구,도곡동,산31-3임,임야,18600,493800,군유지,구분없음
1168011800200310004,강남구,도곡동,산31-4임,임야,10500,502600,군유지,구분없음
1168011800200310006,강남구,도곡동,산31-6임,임야,720.5,485700,시 도유지,지자체
1168011800200310008,강남구,도곡동,산31-8임,임야,5800,456500,군유지,구분없음
1168011800200320002,강남구,도곡동,산32-2임,임야,3,466200,국유지,중앙부처
1168011800200320003,강남구,도곡동,산32-3임,임야,6400,456500,시 도유지,지자체
1168011800200320005,강남구,도곡동,산32-5임,임야,468,466200,시 도유지,지자체
1168011800200320006,강남구,도곡동,산32-6임,임야,6240,456500,시 도유지,지자체
1168011800200330000,강남구,도곡동,산33임,임야,10351,613900,군유지,구분없음
1168011800200340006,강남구,도곡동,산34-6임,임야,2326,485700,시 도유지,지자체
1168011800200340013,강남구,도곡동,산34-13임,임야,1207,485700,국유지,중앙부처
1168011800200340014,강남구,도곡동,산34-14임,임야,144.67,485700,시 도유지,지자체
1168011800200340017,강남구,도곡동,산34-17임,임야,921,485700,시 도유지,지자체
1168011800200350002,강남구,도곡동,산35-2임,임야,793,485700,시 도유지,지자체
1168011800200350010,강남구,도곡동,산35-10임,임야,720,485700,시 도유지,지자체
1168011800200390003,강남구,도곡동,산39-3임,임야,16620,833400,시 도유지,지자체
1168011800200450000,강남구,도곡동,산45임,임야,675,485700,시 도유지,지자체
1168011800200450002,강남구,도곡동,산45-2임,임야,123,740200,군유지,구분없음
1168011800200450005,강남구,도곡동,산45-5임,임야,595,485700,시 도유지,지자체
1168011800200460000,강남구,도곡동,산46임,임야,595,485700,시 도유지,지자체
1168011800201100000,강남구,도곡동,산110도,도로,11731,2240000,시 도유지,지자체
1168011800201610001,강남구,도곡동,산161-1임,임야,319,740200,군유지,구분없음
1168011800201640001,강남구,도곡동,산164-1임,임야,1233,740200,군유지,구분없음
1168011800201730000,강남구,도곡동,산173전,전,173,2240000,시 도유지,지자체
1168011800201750000,강남구,도곡동,산175임,임야,216,2240000,시 도유지,지자체
1168011800201760000,강남구,도곡동,산176임,임야,81,480800,시 도유지,지자체
1168011800201780001,강남구,도곡동,산178-1임,임야,5229,504100,군유지,구분없음
1168011800201790002,강남구,도곡동,산179-2임,임야,643,485700,시 도유지,지자체
1168011800201790005,강남구,도곡동,산179-5임,임야,909,485700,시 도유지,지자체
1168011800201790006,강남구,도곡동,산179-6임,임야,7033,475900,시 도유지,지자체
1168011800201810000,강남구,도곡동,산181임,임야,1707,792100,국유지,중앙부처
1168011800201820000,강남구,도곡동,산182임,임야,357,480800,국유지,중앙부처
